|     | Instance name                                    |   |V| |   CPLEX time |   CPLEX UB |   CPLEX LB |   GH1 UB |   GH1 time |   GH2 UB |   GH2 time |   RH1 UB |   RH1 time |   RH2 UB |   RH2 time |
|  42 | optim_instances/Instance_MAP5A_2_1.dat_3channels |   216 |      195.276 |        210 |    210     |      230 |      0.026 |      220 |      3.14  |      210 |      0.397 |      210 |      0.397 |
|  43 | optim_instances/Instance_MAP5A_2_2.dat_3channels |   216 |       91.046 |        440 |    440     |      940 |      0.039 |      650 |      4.143 |     1210 |      2.96  |      740 |     17.684 |
|  44 | optim_instances/Instance_MAP5A_2_3.dat_3channels |   216 |     3614.23  |        190 |    177.5   |      790 |      0.025 |      190 |      2.829 |      380 |      4.539 |      380 |     65.572 |
|  45 | optim_instances/Instance_MAP6A_0_1.dat_3channels |   176 |      113.345 |        170 |    170     |      300 |      0.014 |      200 |      1.201 |      250 |      8.384 |      200 |     35.575 |
|  46 | optim_instances/Instance_MAP6A_0_2.dat_3channels |   176 |      275.261 |       1350 |   1350     |     2040 |      0.018 |     1660 |      1.589 |     2310 |      1.315 |     1740 |     12.838 |
|  47 | optim_instances/Instance_MAP6A_0_3.dat_3channels |   176 |     3610.46  |        250 |    228.75  |     1840 |      0.013 |      280 |      1.144 |     2620 |      9.512 |     1330 |     71.823 |
|  48 | optim_instances/Instance_MAP6A_1_1.dat_3channels |   267 |      152.221 |        450 |    450     |      500 |      0.052 |      480 |      7.698 |      470 |      0.609 |      470 |     62.626 |
|  49 | optim_instances/Instance_MAP6A_1_2.dat_3channels |   267 |      380.478 |       2880 |   2880     |     3540 |      0.081 |     3180 |     11.177 |     3430 |     22.44  |     3400 |     60.642 |
|  50 | optim_instances/Instance_MAP6A_1_3.dat_3channels |   267 |     3624.54  |        830 |    708.75  |     1460 |      0.041 |      870 |      7.544 |     1720 |      9.2   |     1600 |     73.556 |
|  51 | optim_instances/Instance_MAP6A_2_1.dat_3channels |   356 |     3676.85  |        400 |    347.867 |      480 |      0.105 |      460 |     17.54  |      580 |    101.897 |      470 |   2008.67  |
|  52 | optim_instances/Instance_MAP6A_2_2.dat_3channels |   356 |     3611.27  |       3430 |   2854.87  |     5560 |      0.127 |     4430 |     21.358 |     5100 |    100.341 |     5100 |    263.315 |
|  53 | optim_instances/Instance_MAP6A_2_3.dat_3channels |   356 |     3683.05  |      11910 |   1231.25  |     4540 |      0.09  |     2970 |     15.131 |     6210 |    101.058 |     2140 |   1032.48  |
|  54 | optim_instances/Instance_MAP1B_0_1.dat_3channels |    32 |        0.671 |         40 |     40     |       40 |      0     |       40 |      0.003 |       40 |      0.051 |       40 |      0.051 |
|  55 | optim_instances/Instance_MAP1B_0_2.dat_3channels |    32 |        0.135 |        160 |    160     |      170 |      0     |      170 |      0.004 |      160 |      0.03  |      160 |      0.03  |
|  56 | optim_instances/Instance_MAP1B_0_3.dat_3channels |    32 |        1.155 |         30 |     30     |       30 |      0     |       30 |      0.003 |       30 |      0.031 |       30 |      0.031 |
|  57 | optim_instances/Instance_MAP1B_1_1.dat_3channels |    36 |        0.271 |         40 |     40     |       40 |      0     |       40 |      0.01  |       40 |      0.018 |       40 |      0.018 |
|  58 | optim_instances/Instance_MAP1B_1_2.dat_3channels |    36 |        0.078 |        170 |    170     |      180 |      0     |      170 |      0.013 |      170 |      0.022 |      170 |      0.022 |
|  59 | optim_instances/Instance_MAP1B_1_3.dat_3channels |    36 |        1.043 |         30 |     30     |       30 |      0     |       30 |      0.009 |       30 |      0.017 |       30 |      0.017 |
|  60 | optim_instances/Instance_MAP1B_2_1.dat_3channels |    54 |        1.263 |         60 |     60     |       60 |      0     |       60 |      0.019 |       60 |      0.03  |       60 |      0.03  |
|  61 | optim_instances/Instance_MAP1B_2_2.dat_3channels |    54 |        0.366 |        120 |    120     |      120 |      0.001 |      120 |      0.025 |      120 |      0.049 |      120 |      0.049 |
|  62 | optim_instances/Instance_MAP1B_2_3.dat_3channels |    54 |        3.534 |         40 |     40     |       80 |      0     |       40 |      0.017 |       40 |      0.066 |       40 |      0.066 |
|  63 | optim_instances/Instance_MAP2B_0_1.dat_3channels |    46 |        0.78  |         60 |     60     |       70 |      0     |       60 |      0.015 |       60 |      0.027 |       60 |      0.027 |
|  64 | optim_instances/Instance_MAP2B_0_2.dat_3channels |    46 |        0.073 |        400 |    400     |      500 |      0     |      400 |      0.021 |      400 |      0.04  |      400 |      0.04  |
|  65 | optim_instances/Instance_MAP2B_0_3.dat_3channels |    46 |        2.17  |         40 |     40     |       60 |      0     |       40 |      0.014 |       40 |      0.044 |       40 |      0.044 |
|  66 | optim_instances/Instance_MAP2B_1_1.dat_3channels |    74 |        1.916 |        130 |    130     |      140 |      0.002 |      130 |      0.069 |      130 |      0.056 |      130 |      0.057 |
|  67 | optim_instances/Instance_MAP2B_1_2.dat_3channels |    74 |        0.249 |       1090 |   1090     |     1090 |      0.002 |     1090 |      0.101 |     1090 |      0.063 |     1090 |      0.063 |
|  68 | optim_instances/Instance_MAP2B_1_3.dat_3channels |    74 |       10.921 |         80 |     80     |      100 |      0.001 |       90 |      0.055 |      180 |      1.761 |       80 |      2.164 |
|  69 | optim_instances/Instance_MAP2B_2_1.dat_3channels |   103 |        6.669 |        120 |    120     |      140 |      0.004 |      130 |      0.235 |      130 |      0.112 |      120 |      2.056 |
|  70 | optim_instances/Instance_MAP2B_2_2.dat_3channels |   103 |        1.341 |        710 |    710     |      810 |      0.007 |      710 |      0.388 |      710 |      0.078 |      710 |      0.078 |
|  71 | optim_instances/Instance_MAP2B_2_3.dat_3channels |   103 |       32.897 |         70 |     70     |       90 |      0.003 |       80 |      0.209 |       70 |      2.513 |       70 |      2.513 |
|  72 | optim_instances/Instance_MAP3B_0_1.dat_3channels |    43 |        0.536 |         50 |     50     |       50 |      0     |       50 |      0.013 |       50 |      0.028 |       50 |      0.028 |
|  73 | optim_instances/Instance_MAP3B_0_2.dat_3channels |    43 |        0.097 |        310 |    310     |      310 |      0     |      310 |      0.02  |      400 |      0.048 |      310 |      0.113 |
|  74 | optim_instances/Instance_MAP3B_0_3.dat_3channels |    43 |        1.177 |         40 |     40     |       50 |      0     |       40 |      0.012 |       40 |      0.023 |       40 |      0.023 |
|  75 | optim_instances/Instance_MAP3B_1_1.dat_3channels |    85 |        7.171 |         60 |     60     |       90 |      0.002 |       70 |      0.106 |       60 |      0.129 |       60 |      0.129 |
|  76 | optim_instances/Instance_MAP3B_1_2.dat_3channels |    85 |        1.907 |        240 |    240     |      240 |      0.003 |      240 |      0.134 |      340 |      0.196 |      340 |      4.215 |
|  77 | optim_instances/Instance_MAP3B_1_3.dat_3channels |    85 |       16.38  |         60 |     60     |       80 |      0.002 |       60 |      0.104 |      160 |      0.13  |       60 |      1.332 |
|  78 | optim_instances/Instance_MAP3B_2_1.dat_3channels |   135 |      318.038 |        170 |    170     |      170 |      0.008 |      170 |      0.502 |      180 |      0.434 |      180 |     60.613 |
|  79 | optim_instances/Instance_MAP3B_2_2.dat_3channels |   135 |        7.251 |       1080 |   1080     |     1270 |      0.009 |     1080 |      0.588 |     1370 |      0.308 |     1180 |      4.658 |
|  80 | optim_instances/Instance_MAP3B_2_3.dat_3channels |   135 |     3602.27  |        130 |    130     |      140 |      0.008 |      140 |      0.493 |      630 |      2.631 |      330 |     56.406 |
|  81 | optim_instances/Instance_MAP4B_0_1.dat_3channels |    64 |        2.995 |         70 |     70     |       70 |      0.001 |       70 |      0.057 |       70 |      0.039 |       70 |      0.039 |
|  82 | optim_instances/Instance_MAP4B_0_2.dat_3channels |    64 |        0.406 |        310 |    310     |      400 |      0.002 |      320 |      0.078 |      390 |      0.062 |      390 |      3.839 |
|  83 | optim_instances/Instance_MAP4B_0_3.dat_3channels |    64 |        7.957 |         40 |     40     |       40 |      0.001 |       40 |      0.049 |       40 |      0.821 |       40 |      0.821 |
|  84 | optim_instances/Instance_MAP4B_1_1.dat_3channels |    77 |        0.976 |        180 |    180     |      200 |      0.002 |      180 |      0.085 |      180 |      0.052 |      180 |      0.052 |
|  85 | optim_instances/Instance_MAP4B_1_2.dat_3channels |    77 |        0.25  |       1480 |   1480     |     1480 |      0.004 |     1480 |      0.149 |     1480 |      0.041 |     1480 |      0.041 |
|  86 | optim_instances/Instance_MAP4B_1_3.dat_3channels |    77 |        2.694 |        400 |    400     |      410 |      0.002 |      410 |      0.076 |      400 |      0.063 |      400 |      0.063 |
|  87 | optim_instances/Instance_MAP4B_2_1.dat_3channels |    97 |        1.267 |        230 |    230     |      240 |      0.005 |      230 |      0.203 |      230 |      0.076 |      230 |      0.076 |
|  88 | optim_instances/Instance_MAP4B_2_2.dat_3channels |    97 |        0.24  |       1920 |   1920     |     2010 |      0.006 |     1920 |      0.268 |     1920 |      0.07  |     1920 |      0.07  |
|  89 | optim_instances/Instance_MAP4B_2_3.dat_3channels |    97 |        4.296 |        150 |    150     |      180 |      0.004 |      150 |      0.164 |      150 |      0.16  |      150 |      0.16  |
|  90 | optim_instances/Instance_MAP5B_0_1.dat_3channels |    84 |       13.066 |        130 |    130     |      140 |      0.002 |      130 |      0.093 |      130 |      1.79  |      130 |      1.79  |
|  91 | optim_instances/Instance_MAP5B_0_2.dat_3channels |    84 |        6.598 |        960 |    960     |     1230 |      0.002 |     1040 |      0.104 |     1430 |      0.223 |     1240 |      4.623 |
|  92 | optim_instances/Instance_MAP5B_0_3.dat_3channels |    84 |       66.202 |        560 |    560     |      670 |      0.002 |      570 |      0.084 |      760 |      2.211 |      660 |     14.603 |
|  93 | optim_instances/Instance_MAP5B_1_1.dat_3channels |   148 |     3602.34  |        150 |    123.75  |      150 |      0.01  |      150 |      0.683 |      160 |      0.443 |      150 |     60.763 |
|  94 | optim_instances/Instance_MAP5B_1_2.dat_3channels |   148 |       29.196 |        240 |    240     |      620 |      0.011 |      430 |      0.812 |      720 |      1.648 |      520 |      7.514 |
|  95 | optim_instances/Instance_MAP5B_1_3.dat_3channels |   148 |     1642.22  |        110 |    110     |      720 |      0.009 |      110 |      0.639 |      700 |      1.471 |      210 |     61.937 |
|  96 | optim_instances/Instance_MAP5B_2_1.dat_3channels |   216 |     1521.96  |        210 |    210     |      250 |      0.032 |      220 |      3.379 |      220 |      1.33  |      220 |     61.988 |
|  97 | optim_instances/Instance_MAP5B_2_2.dat_3channels |   216 |      279.586 |        540 |    540     |     1310 |      0.036 |     1020 |      4.071 |     1410 |      1.488 |      840 |     18.505 |
|  98 | optim_instances/Instance_MAP5B_2_3.dat_3channels |   216 |      622.274 |        280 |    280     |      310 |      0.027 |      290 |      2.918 |     1080 |      4.416 |      480 |     65.281 |
|  99 | optim_instances/Instance_MAP6B_0_1.dat_3channels |   176 |      183.153 |        170 |    170     |      230 |      0.014 |      200 |      1.216 |      240 |      2.543 |      190 |     63.816 |
| 100 | optim_instances/Instance_MAP6B_0_2.dat_3channels |   176 |       31.506 |       1990 |   1990     |     2530 |      0.019 |     2170 |      2.047 |     2840 |      3.746 |     2360 |      9.993 |
| 101 | optim_instances/Instance_MAP6B_0_3.dat_3channels |   176 |     2317.63  |        140 |    140     |      480 |      0.016 |      370 |      1.19  |     1340 |      3.387 |      440 |     54.644 |
| 102 | optim_instances/Instance_MAP6B_1_1.dat_3channels |   267 |      800.755 |        450 |    450     |      480 |      0.06  |      460 |      8.288 |      480 |      0.734 |      450 |     47.314 |
| 103 | optim_instances/Instance_MAP6B_1_2.dat_3channels |   267 |       24.744 |       2570 |   2570     |     2680 |      0.096 |     2580 |     13.983 |     2850 |      1.756 |     2750 |     21.89  |
| 104 | optim_instances/Instance_MAP6B_1_3.dat_3channels |   267 |     3620.47  |        840 |    710     |     1370 |      0.044 |      870 |      6.902 |     2570 |      2.424 |     1780 |    167.085 |
| 105 | optim_instances/Instance_MAP6B_2_1.dat_3channels |   356 |     3634.81  |        420 |    373.414 |      550 |      0.112 |      460 |     19.079 |      490 |     58.563 |      490 |    167.367 |
| 106 | optim_instances/Instance_MAP6B_2_2.dat_3channels |   356 |     3609.56  |       3210 |   2880     |     5340 |      0.156 |     4120 |     28.649 |     5100 |    100.313 |     5100 |    262.902 |
| 107 | optim_instances/Instance_MAP6B_2_3.dat_3channels |   356 |     3682.5   |      17920 |   1231.25  |     4550 |      0.094 |     2570 |     14.889 |     6530 |    101.036 |     5910 |    266.759 |
|   0 | optim_instances/Instance_MAP1A_0_1.dat_6channels |    32 |        0.6   |         40 |     40     |       40 |      0     |       40 |      0.008 |       40 |      0.085 |       40 |      0.085 |
|   1 | optim_instances/Instance_MAP1A_0_2.dat_6channels |    32 |        0.112 |        160 |    160     |      260 |      0     |      160 |      0.009 |      160 |      0.04  |      160 |      0.04  |
|   2 | optim_instances/Instance_MAP1A_0_3.dat_6channels |    32 |        1.217 |         30 |     30     |       40 |      0     |       30 |      0.007 |       30 |      0.043 |       30 |      0.043 |
|   3 | optim_instances/Instance_MAP1A_1_1.dat_6channels |    36 |        0.217 |         40 |     40     |       40 |      0.001 |       40 |      0.022 |       40 |      0.029 |       40 |      0.029 |
|   4 | optim_instances/Instance_MAP1A_1_2.dat_6channels |    36 |        0.109 |         80 |     80     |       80 |      0.001 |       80 |      0.022 |       80 |      0.04  |       80 |      0.04  |
|   5 | optim_instances/Instance_MAP1A_1_3.dat_6channels |    36 |        0.985 |         30 |     30     |       30 |      0     |       30 |      0.015 |       30 |      0.409 |       30 |      0.409 |
|   6 | optim_instances/Instance_MAP1A_2_1.dat_6channels |    54 |        1.004 |         40 |     40     |       50 |      0.001 |       50 |      0.022 |       40 |      0.044 |       40 |      0.044 |
|   7 | optim_instances/Instance_MAP1A_2_2.dat_6channels |    54 |        0.248 |        220 |    220     |      220 |      0.001 |      220 |      0.026 |      220 |      0.077 |      220 |      0.077 |
|   8 | optim_instances/Instance_MAP1A_2_3.dat_6channels |    54 |        3.116 |         40 |     40     |       50 |      0     |       40 |      0.02  |      630 |      0.04  |       40 |      0.212 |
|   9 | optim_instances/Instance_MAP2A_0_1.dat_6channels |    46 |        0.462 |         60 |     60     |       60 |      0     |       60 |      0.019 |       60 |      0.045 |       60 |      0.045 |
|  10 | optim_instances/Instance_MAP2A_0_2.dat_6channels |    46 |        0.105 |        610 |    610     |      610 |      0.001 |      610 |      0.026 |      610 |      0.054 |      610 |      0.054 |
|  11 | optim_instances/Instance_MAP2A_0_3.dat_6channels |    46 |        1.824 |         40 |     40     |       50 |      0     |       40 |      0.016 |       40 |      0.067 |       40 |      0.067 |
|  12 | optim_instances/Instance_MAP2A_1_1.dat_6channels |    74 |        1.467 |        140 |    140     |      160 |      0.002 |      140 |      0.08  |      140 |      0.078 |      140 |      0.078 |
|  13 | optim_instances/Instance_MAP2A_1_2.dat_6channels |    74 |        0.332 |        890 |    890     |      890 |      0.002 |      890 |      0.114 |      890 |      0.103 |      890 |      0.103 |
|  14 | optim_instances/Instance_MAP2A_1_3.dat_6channels |    74 |        4.293 |         80 |     80     |      100 |      0.002 |      100 |      0.065 |       80 |      0.174 |       80 |      0.174 |
|  15 | optim_instances/Instance_MAP2A_2_1.dat_6channels |   103 |        7.055 |        110 |    110     |      120 |      0.004 |      110 |      0.288 |      110 |      0.124 |      110 |      0.124 |
|  16 | optim_instances/Instance_MAP2A_2_2.dat_6channels |   103 |        1.478 |        430 |    430     |      440 |      0.007 |      430 |      0.457 |      430 |      0.171 |      430 |      0.171 |
|  17 | optim_instances/Instance_MAP2A_2_3.dat_6channels |   103 |       75.207 |         70 |     70     |       90 |      0.008 |       80 |      0.304 |       70 |      0.509 |       70 |      0.509 |
|  18 | optim_instances/Instance_MAP3A_0_1.dat_6channels |    43 |        0.6   |         50 |     50     |       50 |      0     |       50 |      0.017 |       50 |      0.047 |       50 |      0.047 |
|  19 | optim_instances/Instance_MAP3A_0_2.dat_6channels |    43 |        0.153 |        280 |    280     |      280 |      0     |      280 |      0.022 |      280 |      0.042 |      280 |      0.042 |
|  20 | optim_instances/Instance_MAP3A_0_3.dat_6channels |    43 |        1.192 |         40 |     40     |       40 |      0     |       40 |      0.015 |       40 |      0.035 |       40 |      0.035 |
|  21 | optim_instances/Instance_MAP3A_1_1.dat_6channels |    85 |        7.812 |         70 |     70     |       90 |      0.003 |       80 |      0.126 |       70 |      0.213 |       70 |      0.213 |
|  22 | optim_instances/Instance_MAP3A_1_2.dat_6channels |    85 |        2.224 |        130 |    130     |      140 |      0.003 |      130 |      0.145 |      130 |      0.119 |      130 |      0.119 |
|  23 | optim_instances/Instance_MAP3A_1_3.dat_6channels |    85 |       24.109 |         60 |     60     |       90 |      0.003 |       60 |      0.119 |       60 |      0.799 |       60 |      0.799 |
|  24 | optim_instances/Instance_MAP3A_2_1.dat_6channels |   135 |     1964.86  |        160 |    160     |      160 |      0.009 |      160 |      0.669 |      160 |      0.499 |      160 |      0.499 |
|  25 | optim_instances/Instance_MAP3A_2_2.dat_6channels |   135 |        8.191 |        900 |    900     |      920 |      0.01  |      910 |      0.791 |      900 |      0.381 |      900 |      0.381 |
|  26 | optim_instances/Instance_MAP3A_2_3.dat_6channels |   135 |      152.833 |        130 |    130     |      170 |      0.009 |      140 |      0.536 |      130 |      1.274 |      130 |      1.274 |
|  27 | optim_instances/Instance_MAP4A_0_1.dat_6channels |    64 |        1.939 |         60 |     60     |       60 |      0.001 |       60 |      0.071 |       60 |      0.057 |       60 |      0.057 |
|  28 | optim_instances/Instance_MAP4A_0_2.dat_6channels |    64 |        0.612 |        210 |    210     |      230 |      0.002 |      210 |      0.088 |      210 |      0.106 |      210 |      0.106 |
|  29 | optim_instances/Instance_MAP4A_0_3.dat_6channels |    64 |        5.789 |         40 |     40     |       40 |      0.001 |       40 |      0.063 |       40 |      0.088 |       40 |      0.088 |
|  30 | optim_instances/Instance_MAP4A_1_1.dat_6channels |    77 |        0.962 |        190 |    190     |      200 |      0.002 |      190 |      0.107 |      190 |      0.099 |      190 |      0.099 |
|  31 | optim_instances/Instance_MAP4A_1_2.dat_6channels |    77 |        0.313 |       1010 |   1010     |     1010 |      0.003 |     1010 |      0.147 |     1010 |      0.09  |     1010 |      0.09  |
|  32 | optim_instances/Instance_MAP4A_1_3.dat_6channels |    77 |        2.905 |        380 |    380     |      410 |      0.002 |      390 |      0.078 |      380 |      0.072 |      380 |      0.072 |
|  33 | optim_instances/Instance_MAP4A_2_1.dat_6channels |    97 |        1.32  |        210 |    210     |      250 |      0.005 |      220 |      0.224 |      210 |      0.172 |      210 |      0.172 |
|  34 | optim_instances/Instance_MAP4A_2_2.dat_6channels |    97 |        0.441 |       1630 |   1630     |     1640 |      0.007 |     1630 |      0.326 |     1630 |      0.088 |     1630 |      0.088 |
|  35 | optim_instances/Instance_MAP4A_2_3.dat_6channels |    97 |        6.595 |        130 |    130     |      160 |      0.004 |      130 |      0.178 |      130 |      0.561 |      130 |      0.561 |
|  36 | optim_instances/Instance_MAP5A_0_1.dat_6channels |    84 |       62.463 |        130 |    130     |      150 |      0.003 |      130 |      0.118 |      130 |      0.142 |      130 |      0.142 |
|  37 | optim_instances/Instance_MAP5A_0_2.dat_6channels |    84 |        2.471 |        620 |    620     |      660 |      0.003 |      630 |      0.118 |      620 |      0.128 |      620 |      0.128 |
|  38 | optim_instances/Instance_MAP5A_0_3.dat_6channels |    84 |      253.962 |        570 |    570     |      590 |      0.002 |      580 |      0.1   |      570 |      0.926 |      570 |      0.926 |
|  39 | optim_instances/Instance_MAP5A_1_1.dat_6channels |   148 |     3608.8   |        150 |    123.75  |      180 |      0.012 |      150 |      0.816 |      150 |      0.635 |      150 |      0.635 |
|  40 | optim_instances/Instance_MAP5A_1_2.dat_6channels |   148 |       14.512 |        210 |    210     |      240 |      0.013 |      220 |      0.918 |      210 |      0.435 |      210 |      0.435 |
