|     | Instance name                                    |   |V| |   CPLEX time |   CPLEX UB |   CPLEX LB |   GH1 UB |   GH1 time |   GH2 UB |   GH2 time |   RH1 UB |   RH1 time |   RH2 UB |   RH2 time |
|  41 | optim_instances/Instance_MAP5A_1_3.dat_6channels |   148 |      533.059 |        120 |    120     |      130 |      0.011 |      120 |      0.779 |      120 |      1.469 |      120 |      1.469 |
|  42 | optim_instances/Instance_MAP5A_2_1.dat_6channels |   216 |      979.374 |        210 |    210     |      230 |      0.034 |      220 |      3.927 |      210 |      0.653 |      210 |      0.653 |
|  43 | optim_instances/Instance_MAP5A_2_2.dat_6channels |   216 |       28.813 |        440 |    440     |      490 |      0.048 |      460 |      5.343 |      440 |      1.226 |      440 |      1.226 |
|  44 | optim_instances/Instance_MAP5A_2_3.dat_6channels |   216 |     1538.22  |        180 |    180     |      220 |      0.034 |      190 |      3.46  |      180 |      9.464 |      180 |      9.465 |
|  45 | optim_instances/Instance_MAP6A_0_1.dat_6channels |   176 |       70.553 |        170 |    170     |      230 |      0.017 |      190 |      1.528 |      170 |      1.485 |      170 |      1.485 |
|  46 | optim_instances/Instance_MAP6A_0_2.dat_6channels |   176 |       15.831 |       1160 |   1160     |     1300 |      0.024 |     1190 |      1.985 |     1160 |      0.728 |     1160 |      0.728 |
|  47 | optim_instances/Instance_MAP6A_0_3.dat_6channels |   176 |     1428.9   |        230 |    230     |      310 |      0.017 |      260 |      1.382 |      330 |      4.883 |      230 |     66.04  |
|  48 | optim_instances/Instance_MAP6A_1_1.dat_6channels |   267 |      110.437 |        450 |    450     |      480 |      0.062 |      470 |      9.917 |      450 |      0.744 |      450 |      0.744 |
|  49 | optim_instances/Instance_MAP6A_1_2.dat_6channels |   267 |       22.505 |       2840 |   2840     |     2890 |      0.092 |     2860 |     15.25  |     2840 |      0.738 |     2840 |      0.738 |
|  50 | optim_instances/Instance_MAP6A_1_3.dat_6channels |   267 |     3663.64  |        720 |    708.75  |      830 |      0.051 |      760 |      8.985 |      720 |      3.232 |      720 |      3.232 |
|  51 | optim_instances/Instance_MAP6A_2_1.dat_6channels |   356 |     3752.92  |        360 |    345.379 |      470 |      0.122 |      400 |     21.671 |      360 |      5.204 |      360 |      5.204 |
|  52 | optim_instances/Instance_MAP6A_2_2.dat_6channels |   356 |     3641.93  |       2330 |   2320     |     2860 |      0.161 |     2390 |     30.526 |     2510 |    100.427 |     2510 |    264.578 |
|  53 | optim_instances/Instance_MAP6A_2_3.dat_6channels |   356 |     4362.18  |      17920 |   1231.25  |     1330 |      0.109 |     1280 |     19.537 |     1240 |      8.947 |     1240 |      8.947 |
|  54 | optim_instances/Instance_MAP1B_0_1.dat_6channels |    32 |        1.068 |         40 |     40     |       40 |      0     |       40 |      0.004 |       40 |      0.059 |       40 |      0.059 |
|  55 | optim_instances/Instance_MAP1B_0_2.dat_6channels |    32 |        0.184 |        160 |    160     |      170 |      0     |      160 |      0.007 |      160 |      0.056 |      160 |      0.056 |
|  56 | optim_instances/Instance_MAP1B_0_3.dat_6channels |    32 |        1.022 |         30 |     30     |       40 |      0     |       30 |      0.007 |       30 |      0.051 |       30 |      0.051 |
|  57 | optim_instances/Instance_MAP1B_1_1.dat_6channels |    36 |        0.248 |         40 |     40     |       40 |      0     |       40 |      0.02  |       40 |      0.037 |       40 |      0.037 |
|  58 | optim_instances/Instance_MAP1B_1_2.dat_6channels |    36 |        0.122 |        170 |    170     |      180 |      0.001 |      170 |      0.03  |      170 |      0.044 |      170 |      0.044 |
|  59 | optim_instances/Instance_MAP1B_1_3.dat_6channels |    36 |        0.861 |         30 |     30     |       50 |      0.001 |       30 |      0.02  |       30 |      0.029 |       30 |      0.029 |
|  60 | optim_instances/Instance_MAP1B_2_1.dat_6channels |    54 |        0.904 |         60 |     60     |       60 |      0.001 |       60 |      0.032 |       60 |      0.057 |       60 |      0.057 |
|  61 | optim_instances/Instance_MAP1B_2_2.dat_6channels |    54 |        0.345 |        120 |    120     |      120 |      0.001 |      120 |      0.029 |      120 |      0.095 |      120 |      0.095 |
|  62 | optim_instances/Instance_MAP1B_2_3.dat_6channels |    54 |        2.838 |         40 |     40     |       60 |      0     |       40 |      0.022 |       40 |      0.093 |       40 |      0.093 |
|  63 | optim_instances/Instance_MAP2B_0_1.dat_6channels |    46 |        0.548 |         60 |     60     |       70 |      0     |       60 |      0.021 |       60 |      0.065 |       60 |      0.065 |
|  64 | optim_instances/Instance_MAP2B_0_2.dat_6channels |    46 |        0.07  |        400 |    400     |      410 |      0.001 |      400 |      0.028 |      400 |      0.053 |      400 |      0.053 |
|  65 | optim_instances/Instance_MAP2B_0_3.dat_6channels |    46 |        1.889 |         40 |     40     |       50 |      0     |       40 |      0.018 |       40 |      0.058 |       40 |      0.058 |
|  66 | optim_instances/Instance_MAP2B_1_1.dat_6channels |    74 |        1.472 |        130 |    130     |      130 |      0.002 |      130 |      0.083 |      130 |      0.063 |      130 |      0.064 |
|  67 | optim_instances/Instance_MAP2B_1_2.dat_6channels |    74 |        0.347 |       1090 |   1090     |     1100 |      0.003 |     1090 |      0.118 |     1090 |      0.09  |     1090 |      0.09  |
|  68 | optim_instances/Instance_MAP2B_1_3.dat_6channels |    74 |       13.509 |         80 |     80     |       90 |      0.002 |       90 |      0.065 |       80 |      5.092 |       80 |      5.092 |
|  69 | optim_instances/Instance_MAP2B_2_1.dat_6channels |   103 |        8.349 |        120 |    120     |      130 |      0.004 |      130 |      0.294 |      120 |      0.151 |      120 |      0.151 |
|  70 | optim_instances/Instance_MAP2B_2_2.dat_6channels |   103 |        1.403 |        710 |    710     |      810 |      0.008 |      710 |      0.478 |      710 |      0.146 |      710 |      0.146 |
|  71 | optim_instances/Instance_MAP2B_2_3.dat_6channels |   103 |       51.575 |         70 |     70     |      110 |      0.004 |       80 |      0.263 |       70 |      3.422 |       70 |      3.422 |
|  72 | optim_instances/Instance_MAP3B_0_1.dat_6channels |    43 |        0.609 |         50 |     50     |       50 |      0     |       50 |      0.019 |       50 |      0.038 |       50 |      0.038 |
|  73 | optim_instances/Instance_MAP3B_0_2.dat_6channels |    43 |        0.109 |        310 |    310     |      310 |      0.001 |      310 |      0.027 |      310 |      0.057 |      310 |      0.057 |
|  74 | optim_instances/Instance_MAP3B_0_3.dat_6channels |    43 |        1.534 |         40 |     40     |       50 |      0     |       40 |      0.017 |       40 |      0.03  |       40 |      0.03  |
|  75 | optim_instances/Instance_MAP3B_1_1.dat_6channels |    85 |        8.389 |         60 |     60     |       90 |      0.003 |       70 |      0.132 |       60 |      0.189 |       60 |      0.189 |
|  76 | optim_instances/Instance_MAP3B_1_2.dat_6channels |    85 |        1.86  |        240 |    240     |      240 |      0.003 |      240 |      0.159 |      240 |      0.195 |      240 |      0.196 |
|  77 | optim_instances/Instance_MAP3B_1_3.dat_6channels |    85 |       19.257 |         60 |     60     |       80 |      0.003 |       60 |      0.131 |       60 |      0.198 |       60 |      0.198 |
|  78 | optim_instances/Instance_MAP3B_2_1.dat_6channels |   135 |       38.86  |        170 |    170     |      170 |      0.01  |      170 |      0.623 |      170 |      0.429 |      170 |      0.429 |
|  79 | optim_instances/Instance_MAP3B_2_2.dat_6channels |   135 |        6.998 |       1080 |   1080     |     1090 |      0.012 |     1080 |      0.738 |     1080 |      0.345 |     1080 |      0.346 |
|  80 | optim_instances/Instance_MAP3B_2_3.dat_6channels |   135 |      200.402 |        130 |    130     |      160 |      0.009 |      140 |      0.563 |      130 |      3.503 |      130 |      3.503 |
|  81 | optim_instances/Instance_MAP4B_0_1.dat_6channels |    64 |        2.482 |         70 |     70     |       70 |      0.001 |       70 |      0.073 |       70 |      0.064 |       70 |      0.064 |
|  82 | optim_instances/Instance_MAP4B_0_2.dat_6channels |    64 |        0.427 |        300 |    300     |      310 |      0.002 |      310 |      0.093 |      300 |      0.07  |      300 |      0.07  |
|  83 | optim_instances/Instance_MAP4B_0_3.dat_6channels |    64 |        7.026 |         40 |     40     |       50 |      0.001 |       40 |      0.063 |       40 |      1.478 |       40 |      1.478 |
|  84 | optim_instances/Instance_MAP4B_1_1.dat_6channels |    77 |        0.823 |        180 |    180     |      200 |      0.002 |      180 |      0.108 |      180 |      0.1   |      180 |      0.1   |
|  85 | optim_instances/Instance_MAP4B_1_2.dat_6channels |    77 |        0.351 |       1480 |   1480     |     1490 |      0.004 |     1480 |      0.165 |     1480 |      0.086 |     1480 |      0.087 |
|  86 | optim_instances/Instance_MAP4B_1_3.dat_6channels |    77 |        2.885 |        400 |    400     |      430 |      0.002 |      410 |      0.085 |      400 |      0.085 |      400 |      0.085 |
|  87 | optim_instances/Instance_MAP4B_2_1.dat_6channels |    97 |        1.334 |        230 |    230     |      240 |      0.005 |      230 |      0.229 |      230 |      0.11  |      230 |      0.11  |
|  88 | optim_instances/Instance_MAP4B_2_2.dat_6channels |    97 |        0.364 |       1920 |   1920     |     1920 |      0.007 |     1920 |      0.308 |     1920 |      0.121 |     1920 |      0.121 |
|  89 | optim_instances/Instance_MAP4B_2_3.dat_6channels |    97 |        3.997 |        150 |    150     |      160 |      0.004 |      150 |      0.182 |      150 |      0.292 |      150 |      0.292 |
|  90 | optim_instances/Instance_MAP5B_0_1.dat_6channels |    84 |       15.423 |        130 |    130     |      140 |      0.003 |      130 |      0.118 |      130 |      3.157 |      130 |      3.157 |
|  91 | optim_instances/Instance_MAP5B_0_2.dat_6channels |    84 |        1.844 |        850 |    850     |      870 |      0.003 |      860 |      0.131 |      850 |      0.114 |      850 |      0.114 |
|  92 | optim_instances/Instance_MAP5B_0_3.dat_6channels |    84 |       84.224 |        560 |    560     |      570 |      0.003 |      570 |      0.102 |      560 |      2.285 |      560 |      2.285 |
|  93 | optim_instances/Instance_MAP5B_1_1.dat_6channels |   148 |     3608.71  |        150 |    127.5   |      160 |      0.013 |      150 |      0.807 |      150 |      0.653 |      150 |      0.653 |
|  94 | optim_instances/Instance_MAP5B_1_2.dat_6channels |   148 |       11.008 |        230 |    230     |      340 |      0.014 |      240 |      0.997 |      230 |      0.417 |      230 |      0.417 |
|  95 | optim_instances/Instance_MAP5B_1_3.dat_6channels |   148 |      332.488 |        110 |    110     |      140 |      0.012 |      110 |      0.781 |      110 |      2.302 |      110 |      2.302 |
|  96 | optim_instances/Instance_MAP5B_2_1.dat_6channels |   216 |     1493.28  |        210 |    210     |      220 |      0.035 |      220 |      3.989 |      210 |      2.117 |      210 |      2.117 |
|  97 | optim_instances/Instance_MAP5B_2_2.dat_6channels |   216 |       23.79  |        440 |    440     |      580 |      0.042 |      460 |      5.162 |      440 |      0.815 |      440 |      0.815 |
|  98 | optim_instances/Instance_MAP5B_2_3.dat_6channels |   216 |      746.098 |        280 |    280     |      310 |      0.032 |      290 |      3.721 |      280 |      9.019 |      280 |      9.019 |
|  99 | optim_instances/Instance_MAP6B_0_1.dat_6channels |   176 |       81.992 |        170 |    170     |      220 |      0.019 |      190 |      1.489 |      170 |      1.65  |      170 |      1.65  |
| 100 | optim_instances/Instance_MAP6B_0_2.dat_6channels |   176 |        8.74  |       1780 |   1780     |     1910 |      0.024 |     1790 |      2.082 |     1780 |      0.806 |     1780 |      0.806 |
| 101 | optim_instances/Instance_MAP6B_0_3.dat_6channels |   176 |      382.334 |        140 |    140     |      210 |      0.017 |      180 |      1.346 |      140 |      3.45  |      140 |      3.451 |
| 102 | optim_instances/Instance_MAP6B_1_1.dat_6channels |   267 |       99.846 |        450 |    450     |      520 |      0.061 |      450 |      9.746 |      450 |      0.721 |      450 |      0.721 |
| 103 | optim_instances/Instance_MAP6B_1_2.dat_6channels |   267 |       22.3   |       2460 |   2460     |     2480 |      0.111 |     2480 |     15.832 |     2460 |      0.647 |     2460 |      0.647 |
| 104 | optim_instances/Instance_MAP6B_1_3.dat_6channels |   267 |      496.331 |        710 |    710     |      880 |      0.052 |      780 |      8.215 |     1500 |      2.673 |      710 |    164.822 |
| 105 | optim_instances/Instance_MAP6B_2_1.dat_6channels |   356 |     3729.65  |        390 |    371.75  |      460 |      0.134 |      440 |     23.257 |      390 |      3.782 |      390 |      3.782 |
| 106 | optim_instances/Instance_MAP6B_2_2.dat_6channels |   356 |       80.759 |       2680 |   2680     |     2950 |      0.238 |     2710 |     33.659 |     2680 |      2.323 |     2680 |      2.323 |
| 107 | optim_instances/Instance_MAP6B_2_3.dat_6channels |   356 |     3893.89  |      17920 |   1231.25  |     1340 |      0.11  |     1280 |     19.76  |     1240 |     18.206 |     1240 |     18.207 |
